content
(24) Aceitação: 1.015625|U: 0.7528864054893515
(24) Aceito!
(25) Proposto: 0.0014970059880239522|Atual: 0.0015625
(25) Aceitação: 0.9580838323353293|U: 0.3616542421479647
(25) Aceito!
(26) Proposto: 0.0015527950310559005|Atual: 0.0014970059880239522
(26) Aceitação: 1.0372670807453415|U: 0.31275702515576786
(26) Aceito!
(27) Proposto: 0.0014619883040935672|Atual: 0.0015527950310559005
(27) Aceitação: 0.9415204678362573|U: 0.7575983727270875
(27) Aceito!
(28) Proposto: 0.0014749262536873156|Atual: 0.0014619883040935672
(28) Aceitação: 1.008849557522124|U: 0.9357944828570376
(28) Aceito!
(29) Proposto: 0.0015015015015015015|Atual: 0.0014749262536873156
(29) Aceitação: 1.018018018018018|U: 0.11153763664449301
(29) Aceito!
(30) Proposto: 0.0014792899408284023|Atual: 0.0015015015015015015
(30) Aceitação: 0.985207100591716|U: 0.2969639382758661
(30) Aceito!
(31) Proposto: 0.0013297872340425532|Atual: 0.0014792899408284023
(31) Aceitação: 0.898936170212766|U: 0.20324579527234032
(31) Aceito!
(32) Proposto: 0.0013297872340425532|Atual: 0.0013297872340425532
(32) Aceitação: 1.0|U: 0.5387232727793972
(32) Aceito!
(33) Proposto: 0.0013812154696132596|Atual: 0.0013297872340425532
(33) Aceitação: 1.0386740331491713|U: 0.00910694294654324
(33) Aceito!
(34) Proposto: 0.0014124293785310734|Atual: 0.0013812154696132596
(34) Aceitação: 1.0225988700564972|U: 0.793638196921828
(34) Aceito!
(35) Proposto: 0.0014285714285714286|Atual: 0.0014124293785310734
(35) Aceitação: 1.0114285714285713|U: 0.29414476828866754
(35) Aceito!
(36) Proposto: 0.0014245014245014246|Atual: 0.0014285714285714286
(36) Aceitação: 0.9971509971509972|U: 0.4665325286681721
(36) Aceito!
(37) Proposto: 0.001445086705202312|Atual: 0.0014245014245014246
(37) Aceitação: 1.014450867052023|U: 0.7289715200736101
(37) Aceito!
(38) Proposto: 0.0015105740181268882|Atual: 0.001445086705202312
(38) Aceitação: 1.0453172205438066|U: 0.7363226442510065
(38) Aceito!
(39) Proposto: 0.0015479876160990713|Atual: 0.0015105740181268882
(39) Aceitação: 1.0247678018575852|U: 0.8638156937560854
(39) Aceito!
(40) Proposto: 0.0015479876160990713|Atual: 0.0015479876160990713
(40) Aceitação: 1.0|U: 0.012897692186888965
(40) Aceito!
(41) Proposto: 0.0015015015015015015|Atual: 0.0015479876160990713
(41) Aceitação: 0.9699699699699699|U: 0.42595842378618987
(41) Aceito!
(42) Proposto: 0.0015479876160990713|Atual: 0.0015015015015015015
(42) Aceitação: 1.0309597523219816|U: 0.9519221619484681
(42) Aceito!
(43) Proposto: 0.0015625|Atual: 0.0015479876160990713
(43) Aceitação: 1.009375|U: 0.2097328783386696
(43) Aceito!
(44) Proposto: 0.0015723270440251573|Atual: 0.0015625
(44) Aceitação: 1.0062893081761006|U: 0.278426809456197
(44) Aceito!
(45) Proposto: 0.0015060240963855422|Atual: 0.0015723270440251573
(45) Aceitação: 0.9578313253012049|U: 0.5808925521908714
(45) Aceito!
(46) Proposto: 0.0014492753623188406|Atual: 0.0015060240963855422
(46) Aceitação: 0.9623188405797101|U: 0.2961421291568125
(46) Aceito!
(47) Proposto: 0.0014925373134328358|Atual: 0.0014492753623188406
(47) Aceitação: 1.0298507462686568|U: 0.4548078941497298
(47) Aceito!
(48) Proposto: 0.0014124293785310734|Atual: 0.0014925373134328358
(48) Aceitação: 0.9463276836158192|U: 0.5145377155437717
(48) Aceito!
(49) Proposto: 0.0014925373134328358|Atual: 0.0014124293785310734
(49) Aceitação: 1.0567164179104478|U: 0.8525701986193549
(49) Aceito!
(50) Proposto: 0.001519756838905775|Atual: 0.0014925373134328358
(50) Aceitação: 1.0182370820668694|U: 0.9474758535822773
(50) Aceito!
(51) Proposto: 0.001466275659824047|Atual: 0.001519756838905775
(51) Aceitação: 0.9648093841642229|U: 0.19291071857752784
(51) Aceito!
(52) Proposto: 0.0014619883040935672|Atual: 0.001466275659824047
(52) Aceitação: 0.9970760233918128|U: 0.34167702705971303
(52) Aceito!
(53) Proposto: 0.001483679525222552|Atual: 0.0014619883040935672
(53) Aceitação: 1.0148367952522257|U: 0.5689476236999921
(53) Aceito!
(54) Proposto: 0.0015772870662460567|Atual: 0.001483679525222552
(54) Aceitação: 1.063091482649842|U: 0.20926410402201956
(54) Aceito!
(55) Proposto: 0.0015384615384615385|Atual: 0.0015772870662460567
(55) Aceitação: 0.9753846153846154|U: 0.20512116619502951
(55) Aceito!
(56) Proposto: 0.001524390243902439|Atual: 0.0015384615384615385
(56) Aceitação: 0.9908536585365854|U: 0.8117312178921285
(56) Aceito!
(57) Proposto: 0.0015723270440251573|Atual: 0.001524390243902439
(57) Aceitação: 1.0314465408805031|U: 0.8583222422910475
(57) Aceito!
(58) Proposto: 0.0015723270440251573|Atual: 0.0015723270440251573
(58) Aceitação: 1.0|U: 0.2965308924638217
(58) Aceito!
(59) Proposto: 0.001567398119122257|Atual: 0.0015723270440251573
(59) Aceitação: 0.9968652037617554|U: 0.9203129335308827
(59) Aceito!
(60) Proposto: 0.001557632398753894|Atual: 0.001567398119122257
(60) Aceitação: 0.9937694704049844|U: 0.97471969953649
(60) Aceito!
(61) Proposto: 0.001483679525222552|Atual: 0.001557632398753894
(61) Aceitação: 0.9525222551928784|U: 0.5324673934943652
(61) Aceito!
(62) Proposto: 0.0014124293785310734|Atual: 0.001483679525222552
(62) Aceitação: 0.9519774011299434|U: 0.7700893735873845
(62) Aceito!
(63) Proposto: 0.001336898395721925|Atual: 0.0014124293785310734
(63) Aceitação: 0.9465240641711229|U: 0.008207051743715277
(63) Aceito!
(64) Proposto: 0.0013477088948787063|Atual: 0.001336898395721925
(64) Aceitação: 1.0080862533692723|U: 0.05549655745641546
(64) Aceito!
(65) Proposto: 0.0012755102040816326|Atual: 0.0013477088948787063
(65) Aceitação: 0.9464285714285713|U: 0.6004779802189879
(65) Aceito!
(66) Proposto: 0.0012755102040816326|Atual: 0.0012755102040816326
(66) Aceitação: 1.0|U: 0.3742864797501837
(66) Aceito!
(67) Proposto: 0.001358695652173913|Atual: 0.0012755102040816326
(67) Aceitação: 1.065217391304348|U: 0.6778530202522776
(67) Aceito!
(68) Proposto: 0.001488095238095238|Atual: 0.001358695652173913
(68) Aceitação: 1.0952380952380951|U: 0.6886836702923406
(68) Aceito!
(69) Proposto: 0.0014705882352941176|Atual: 0.001488095238095238
(69) Aceitação: 0.9882352941176471|U: 0.13312968732701735
(69) Aceito!
(70) Proposto: 0.0014534883720930232|Atual: 0.0014705882352941176
(70) Aceitação: 0.9883720930232558|U: 0.1645717060399463
(70) Aceito!
(71) Proposto: 0.0014326647564469914|Atual: 0.0014534883720930232
(71) Aceitação: 0.9856733524355301|U: 0.9065928599984002
(71) Aceito!
(72) Proposto: 0.001488095238095238|Atual: 0.0014326647564469914
(72) Aceitação: 1.0386904761904763|U: 0.7170581698544116
(72) Aceito!
(73) Proposto: 0.001483679525222552|Atual: 0.001488095238095238
(73) Aceitação: 0.997032640949555|U: 0.4265490697449976
(73) Aceito!
(74) Proposto: 0.0014705882352941176|Atual: 0.001483679525222552
(74) Aceitação: 0.9911764705882352|U: 0.3439431661413995
(74) Aceito!
(75) Proposto: 0.0014705882352941176|Atual: 0.0014705882352941176
(75) Aceitação: 1.0|U: 0.14512915122503312
(75) Aceito!
(76) Proposto: 0.0014619883040935672|Atual: 0.0014705882352941176
(76) Aceitação: 0.9941520467836257|U: 0.7173362122462633
(76) Aceito!
(77) Proposto: 0.0014245014245014246|Atual: 0.0014619883040935672
(77) Aceitação: 0.9743589743589745|U: 0.7439057933185615
(77) Aceito!
(78) Proposto: 0.0013089005235602095|Atual: 0.0014245014245014246
(78) Aceitação: 0.918848167539267|U: 0.48118193192770686
(78) Aceito!
(79) Proposto: 0.001388888888888889|Atual: 0.0013089005235602095
(79) Aceitação: 1.0611111111111111|U: 0.11716321190404333
(79) Aceito!
(80) Proposto: 0.0014044943820224719|Atual: 0.001388888888888889
(80) Aceitação: 1.0112359550561798|U: 0.4875671610379302
(80) Aceito!
(81) Proposto: 0.001466275659824047|Atual: 0.0014044943820224719
(81) Aceitação: 1.0439882697947214|U: 0.35317102823634394
(81) Aceito!
(82) Proposto: 0.001466275659824047|Atual: 0.001466275659824047
(82) Aceitação: 1.0|U: 0.5542704854693052
(82) Aceito!
(83) Proposto: 0.001488095238095238|Atual: 0.001466275659824047
(83) Aceitação: 1.0148809523809523|U: 0.7064301655654197
(83) Aceito!
(84) Proposto: 0.001488095238095238|Atual: 0.001488095238095238
(84) Aceitação: 1.0|U: 0.11661339831624085
(84) Aceito!
(85) Proposto: 0.001445086705202312|Atual: 0.001488095238095238
(85) Aceitação: 0.9710982658959537|U: 0.49219280884029293
(85) Aceito!
(86) Proposto: 0.001440922190201729|Atual: 0.001445086705202312
(86) Aceitação: 0.9971181556195965|U: 0.2505428406202277
(86) Aceito!
(87) Proposto: 0.0015337423312883436|Atual: 0.001440922190201729
(87) Aceitação: 1.0644171779141105|U: 0.04361080957553265
(87) Aceito!
(88) Proposto: 0.001557632398753894|Atual: 0.0015337423312883436
(88) Aceitação: 1.0155763239875388|U: 0.6384538888139093
(88) Aceito!
(89) Proposto: 0.001483679525222552|Atual: 0.001557632398753894
(89) Aceitação: 0.9525222551928784|U: 0.5567027570887744
(89) Aceito!
(90) Proposto: 0.0015015015015015015|Atual: 0.001483679525222552
(90) Aceitação: 1.012012012012012|U: 0.0039027113138344616
(90) Aceito!
(91) Proposto: 0.001445086705202312|Atual: 0.0015015015015015015
(91) Aceitação: 0.9624277456647399|U: 0.6110613352743856
(91) Aceito!
(92) Proposto: 0.001524390243902439|Atual: 0.001445086705202312
(92) Aceitação: 1.0548780487804879|U: 0.53716369981278
(92) Aceito!
(93) Proposto: 0.0015015015015015015|Atual: 0.001524390243902439
(93) Aceitação: 0.984984984984985|U: 0.8680644187405194
(93) Aceito!
(94) Proposto: 0.0015432098765432098|Atual: 0.0015015015015015015
(94) Aceitação: 1.0277777777777777|U: 0.39571069956348104
(94) Aceito!
(95) Proposto: 0.001466275659824047|Atual: 0.0015432098765432098
(95) Aceitação: 0.9501466275659824|U: 0.10287590733891039
(95) Aceito!
(96) Proposto: 0.001440922190201729|Atual: 0.001466275659824047
(96) Aceitação: 0.9827089337175792|U: 0.7634244030882587
(96) Aceito!
(97) Proposto: 0.0013698630136986301|Atual: 0.001440922190201729
(97) Aceitação: 0.9506849315068494|U: 0.9330284576432224
(97) Aceito!
(98) Proposto: 0.0013736263736263737|Atual: 0.0013698630136986301
(98) Aceitação: 1.0027472527472527|U: 0.5142011767401086
(98) Aceito!
(99) Proposto: 0.0013550135501355014|Atual: 0.0013736263736263737
(99) Aceitação: 0.9864498644986449|U: 0.14080187787180842
(99) Aceito!
